IsROS,IsCybersec,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation of Privilege,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UXLV59X5,book,2023.0,,EASE '23: Proceedings of the 27th International Conference on Evaluation and Assessment in Software Engineering,,979-8-4007-0044-6,,,,,2023,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6NLEPWSI,book,2025.0,,GLSVLSI '25: Proceedings of the Great Lakes Symposium on VLSI 2025,,979-8-4007-1496-2,,,,,2025,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N4KKLMS9,book,2024.0,,ICAAI '24: Proceedings of the 2024 8th International Conference on Advances in Artificial Intelligence,,979-8-4007-1801-4,,,,,2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESBK9N9T,book,2024.0,,ICCSIE '24: Proceedings of the 2024 9th International Conference on Cyber Security and Information Engineering,,979-8-4007-1813-7,,,,,2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XCGGFP5K,conferencePaper,2016.0,"Lin, Hui; Alemzadeh, Homa; Chen, Daniel; Kalbarczyk, Zbigniew; Iyer, Ravishankar K.","Safety-critical cyber-physical attacks: analysis, detection, and mitigation",Proceedings of the Symposium and Bootcamp on the Science of Security,978-1-4503-4277-3,,10.1145/2898375.2898391,https://doi.org/10.1145/2898375.2898391,"Today's cyber-physical systems (CPSs) can have very different characteristics in terms of control algorithms, configurations, underlying infrastructure, communication protocols, and real-time requirements. Despite these variations, they all face the threat of malicious attacks that exploit the vulnerabilities in the cyber domain as footholds to introduce safety violations in the physical processes. In this paper, we focus on a class of attacks that impact the physical processes without introducing anomalies in the cyber domain. We present the common challenges in detecting this type of attacks in the contexts of two very different CPSs (i.e., power grids and surgical robots). In addition, we present a general principle for detecting such cyber-physical attacks, which combine the knowledge of both cyber and physical domains to estimate the adverse consequences of malicious activities in a timely manner.",2016,2026-02-25 17:23:15,2026-02-25 17:23:15,,82–89,,,,,,,HotSos '16,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NPSNRRIQ,book,2023.0,,"CECCT '23: Proceedings of the 2023 International Conference on Electronics, Computers and Communication Technology",,979-8-4007-1630-0,,,,,2023,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4MURJXHT,journalArticle,2025.0,"Alcon, Miguel; Mezzetti, Enrico; Abella, Jaume; Cazorla, Francisco J.",Supporting Timing-related Metrics for Autonomous Driving Frameworks in CyberRT,ACM Trans. Des. Autom. Electron. Syst.,,1084-4309,10.1145/3768344,https://doi.org/10.1145/3768344,"The provision of increasingly advanced autonomous software functionalities builds on cutting-edge autonomous driving frameworks to enable modular interactions among multiple software components. This approach helps to support functional cause-effect chains from multiple sensors to actuators. The complexity of the (software) component interactions makes it more difficult to ascertain the correctness of the timing behavior of the system. This is so because traditional timing-related metrics like worst-case execution and worst-case response time do not capture the inter-dependency in cause-effect chains between the input sampling time and the time at which computation based on those inputs is performed. Complementary timing-related metrics, such as maximum reaction time and maximum data age have been considered to capture timing requirements, typically with an end-to-end scope, in cause-effect chains. These metrics have been formalized and demonstrated in ROS2-based automotive and autonomous driving setups&nbsp;[44, 46]. However, the formalization of those metrics, which is necessary for deriving analytical lower and upper bounds and monitoring them at run-time, largely depends on the execution model and semantics offered by the run-time. Any concrete application of those metrics need to be tailored and adapted to the system at hand.Apollo auto is a popular, industrial-quality, open-source autonomous driving framework that is seeing increasing adoption both for industrial and academic projects. Apollo builds on CyberRT, an ad-hoc run-time that is similar in mechanism and intent to ROS2 but differentiates from it with respect to execution model and supported semantics. In contrast to ROS2, CyberRT is highly specialized to support the Apollo AD framework, is neither extensively documented or thoroughly analysed in the literature, especially in relation to execution model and instantiation of timing-related metrics.In this work, for the first time, we provide an insightful analysis and discussion on CyberRT execution model and semantics, starting from its raw and non-extensively documented codebase. Based on the identified semantics, we elaborate a formalization of timing-related metrics on CyberRT, across different granularity scopes, namely end-to-end and node levels. In particular, we develop on the importance of node-level timing properties to intercept any latent timing misbehavior before it is too late, and it severely impacts end-to-end execution.We provide a concrete mapping of a comprehensive set of timing-related metrics to the CyberRT execution model, both at end-to-end and node level, and develop a monitoring library that allows to intercept them on the specific software stack. We exploit the proposed library on a set of Apollo autonomous driving scenarios to demonstrate its effectiveness in monitoring the considered timing metrics and to promptly intercept a subtle timing misbehavior beyond end-to-end execution scope in a representative autonomous driving stack.",2025-11-01 00:00:00,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,1,31.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Autonomous Driving; Apollo; CyberRT; Timing metrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SAHZ4P33,conferencePaper,2022.0,"Zhao, Zirui Neil; Ji, Houxiang; Morrison, Adam; Marinov, Darko; Torrellas, Josep",Pinned loads: taming speculative loads in secure processors,Proceedings of the 27th ACM International Conference on Architectural Support for Programming Languages and Operating Systems,978-1-4503-9205-1,,10.1145/3503222.3507724,https://doi.org/10.1145/3503222.3507724,"In security frameworks for speculative execution, an instruction is said to reach its Visibility Point (VP) when it is no longer vulnerable to pipeline squashes. Before a potentially leaky instruction reaches its VP, it has to stall—unless a defense scheme such as invisible speculation provides protection. Unfortunately, either stalling or protecting the execution of pre-VP instructions typically has a performance cost. One way to attain low-overhead safe execution is to develop techniques that speed-up the advance of the VP from older to younger instructions. In this paper, we propose one such technique. We find that the progress of the VP for loads is mostly impeded by waiting until no memory consistency violations (MCVs) are possible. Hence, our technique, called , tries to make loads invulnerable to MCVs as early as possible—a process we call pinning the loads in the pipeline. The result is faster VP progress and a reduction in the execution overhead of defense schemes. In this paper, we describe the hardware needed by , and two possible designs with different tradeoffs between hardware requirements and performance. Our evaluation shows that is very effective: extending three popular defense schemes against speculative execution attacks with reduces their average execution overhead on SPEC17 and on SPLASH2/PARSEC applications by about 50%. For example, on SPEC17, the execution overhead of the three defense schemes decreases from to , from to , and from to .",2022,2026-02-25 17:23:15,2026-02-25 17:23:15,,314–328,,,,,,,ASPLOS '22,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Cache coherence protocol; Memory consistency; Processor design; Speculative execution defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,XJMBKXK4,bookSection,2019.0,"Kirchner, Elsa A.; Fairclough, Stephen H.; Kirchner, Frank","Embedded multimodal interfaces in robotics: applications, future trends, and societal implications","The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions",978-1-970001-75-4,,,https://doi.org/10.1145/3233795.3233810,,2019,2026-02-25 17:23:15,2026-02-25 17:23:15,,523–576,,,,,,,,,,,Association for Computing Machinery and Morgan &amp; Claypool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PY6XIMXR,conferencePaper,2024.0,"Carwehl, Marc; Imrie, Calum; Vogel, Thomas; Rodrigues, Genaína; Calinescu, Radu; Grunske, Lars",Formal Synthesis of Uncertainty Reduction Controllers,Proceedings of the 19th International Symposium on Software Engineering for Adaptive and Self-Managing Systems,979-8-4007-0585-4,,10.1145/3643915.3644095,https://doi.org/10.1145/3643915.3644095,"In its quest for approaches to taming uncertainty in self-adaptive systems (SAS), the research community has largely focused on solutions that adapt the SAS architecture or behaviour in response to uncertainty. By comparison, solutions that reduce the uncertainty affecting SAS (other than through the blanket monitoring of their components and environment) remain underexplored. Our paper proposes a more nuanced, adaptive approach to SAS uncertainty reduction. To that end, we introduce a SAS architecture comprising an uncertainty reduction controller that drives the adaptive acquisition of new information within the SAS adaptation loop, and a tool-supported method that uses probabilistic model checking to synthesise such controllers. The controllers generated by our method deliver optimal trade-offs between SAS uncertainty reduction benefits and new information acquisition costs. We illustrate the use and evaluate the effectiveness of our approach for mobile robot navigation and server infrastructure management SAS.",2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,2–13,,,,,,,SEAMS '24,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,self-adaptive systems; controller synthesis; uncertainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M2P2QMDI,journalArticle,2023.0,"Li, Xiang; Stanwicks, Peter; Provelengios, George; Tessier, Russell; Holcomb, Daniel",Jitter-based Adaptive True Random Number Generation Circuits for FPGAs in the Cloud,ACM Trans. Reconfigurable Technol. Syst.,,1936-7406,10.1145/3487554,https://doi.org/10.1145/3487554,"In this article, we present and evaluate a true random number generator (TRNG) design that is compatible with the restrictions imposed by cloud-based Field Programmable Gate Array (FPGA) providers such as Amazon Web Services (AWS) EC2 F1. Because cloud FPGA providers disallow the ring oscillator circuits that conventionally generate TRNG entropy, our design is oscillator-free and uses clock jitter as its entropy source. The clock jitter is harvested with a time-to-digital converter (TDC) and a controllable delay line that is continuously tuned to compensate for process, voltage, and temperature variations. After describing the design, we present and validate a stochastic model that conservatively quantifies its worst-case entropy. We deploy and model the design in the cloud on 60 EC2 F1 FPGA instances to ensure sufficient randomness is captured. TRNG entropy is further validated using NIST test suites, and experiments are performed to understand how the TRNG responds to on-die power attacks that disturb the FPGA supply voltage in the vicinity of the TRNG. After introducing and validating our basic TRNG design, we introduce and validate a new variant that uses four instances of a linkable sampling module to increase the entropy per sample and improve throughput. The new variant improves throughput by 250% at a modest 17% increase in CLB count.",2023-01-01 00:00:00,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,1,16.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,true random number generator; Cloud FPGAs; entropy; NIST; AWS EC2; stochastic model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZA9HLUXM,bookSection,2019.0,"Johnston, Michael",Multimodal integration for interactive conversational systems,"The Handbook of Multimodal-Multisensor Interfaces: Language Processing, Software, Commercialization, and Emerging Directions",978-1-970001-75-4,,,https://doi.org/10.1145/3233795.3233798,,2019,2026-02-25 17:23:15,2026-02-25 17:23:15,,21–76,,,,,,,,,,,Association for Computing Machinery and Morgan &amp; Claypool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AC2QXXQX,book,2024.0,,ICAICE '24: Proceedings of the 5th International Conference on Artificial Intelligence and Computer Engineering,,979-8-4007-1800-7,,,,,2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59W88KQT,conferencePaper,2024.0,"Beaumont, Gwendal; Beugnard, Antoine; Martínez, Salvador; Urtado, Christelle; Vauttier, Sylvain",Towards Re-Engineering Digital Twins: Preliminary Experiments on Three Use Cases,Proceedings of the ACM/IEEE 27th International Conference on Model Driven Engineering Languages and Systems,979-8-4007-0622-6,,10.1145/3652620.3688259,https://doi.org/10.1145/3652620.3688259,"Digital Twins (DTs) are everywhere, but they often have been developed before consensual definitions, reference models or adapted tools were proposed. Thus, these ad hoc DTs cannot be easily manipulated as actual entities, hampering both their sustainability and their life cycle management (e.g., their redeployment). In order to deal with this issue, this paper chooses to learn from practice by re-engineering existing DTs. Starting from a generic a priori metamodel that tries to clearly separate concerns (so that DTs can be seen as first class software entities), this paper implements experiments in three steps: (i) reverse engineering an existing Digital Twin, seen as a prototypical instance, (ii) generalization of the DT architecture descriptor into a DT model, (iii) alignment between this reverse engineered DT model and the a priori DT metamodel. First experiments, run on three use cases, show that our proposal can relevantly analyze and document DTs to support their re-engineering as first class entities.",2024,2026-02-25 17:23:15,2026-02-25 17:23:15,,453–458,,,,,,,MODELS Companion '24,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,digital twin; model-driven engineering; digital twin architecture; metamodel; re-engineering digital twins; reverse engineering digital twins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
